Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Adnp_IP04 Spectral Count	Adnp_IP05 Spectral Count	Adnp_IP06 Spectral Count	Chd4BF_IP07 Spectral Count	Chd4BF_IP08 Spectral Count	Chd4BF_IP09 Spectral Count	RBC_ctrl_IP01 Spectral Count	RBC_ctrl_IP02 Spectral Count	RBC_ctrl_IP03 Spectral Count	Adnp_IP04 Unique Spectral Count	Adnp_IP05 Unique Spectral Count	Adnp_IP06 Unique Spectral Count	Chd4BF_IP07 Unique Spectral Count	Chd4BF_IP08 Unique Spectral Count	Chd4BF_IP09 Unique Spectral Count	RBC_ctrl_IP01 Unique Spectral Count	RBC_ctrl_IP02 Unique Spectral Count	RBC_ctrl_IP03 Unique Spectral Count	Adnp_IP04 Total Spectral Count	Adnp_IP05 Total Spectral Count	Adnp_IP06 Total Spectral Count	Chd4BF_IP07 Total Spectral Count	Chd4BF_IP08 Total Spectral Count	Chd4BF_IP09 Total Spectral Count	RBC_ctrl_IP01 Total Spectral Count	RBC_ctrl_IP02 Total Spectral Count	RBC_ctrl_IP03 Total Spectral Count	Adnp_IP04 Intensity	Adnp_IP05 Intensity	Adnp_IP06 Intensity	Chd4BF_IP07 Intensity	Chd4BF_IP08 Intensity	Chd4BF_IP09 Intensity	RBC_ctrl_IP01 Intensity	RBC_ctrl_IP02 Intensity	RBC_ctrl_IP03 Intensity	Adnp_IP04 MaxLFQ Intensity	Adnp_IP05 MaxLFQ Intensity	Adnp_IP06 MaxLFQ Intensity	Chd4BF_IP07 MaxLFQ Intensity	Chd4BF_IP08 MaxLFQ Intensity	Chd4BF_IP09 MaxLFQ Intensity	RBC_ctrl_IP01 MaxLFQ Intensity	RBC_ctrl_IP02 MaxLFQ Intensity	RBC_ctrl_IP03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P83882|RL36A_MOUSE	P83882	RL36A_MOUSE	Rpl36a	106	Mus musculus OX=10090	3:Protein inferred from homology	60S ribosomal protein L36a	1.0	0.9988	3	30	0	30	0	5	5	3	5	5	4	0	3	0	0	0	0	0	0	0	0	0	0	5	5	3	5	5	4	0	3	0.0	7.1713456E7	6.2935512E7	6.98816E7	7.0174976E7	7.8966144E7	5.4095148E7	0.0	5.7007968E7	0.0	6.0341664E7	4.4749556E7	0.0	6.8332208E7	9.7218576E7	4.6967776E7	0.0	8.8966072E7	tr|A0A2I3BPG9|A0A2I3BPG9_MOUSE
sp|P83917|CBX1_MOUSE	P83917	CBX1_MOUSE	Cbx1	185	Mus musculus OX=10090	1:Experimental evidence at protein level	Chromobox protein homolog 1	1.0	0.999	14	332	158	526	48	58	77	31	88	30	0	0	0	21	28	36	16	44	13	0	0	0	73	77	112	44	176	44	0	0	0	9.3721523E8	1.00270336E9	2.02172877E9	5.5722458E8	3.58392858E9	5.04604192E8	0.0	0.0	0.0	3.59982848E8	4.6408224E8	8.8231789E8	2.36680672E8	1.51923802E9	2.31488112E8	0.0	0.0	0.0	
sp|P84089|ERH_MOUSE	P84089	ERH_MOUSE	Erh	104	Mus musculus OX=10090	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	0.7845	0.9987	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	2.4987308E7	2.0609396E7	1.4860508E7	2.1350328E7	2.9112496E7	3.1945228E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1W2P7H9|A0A1W2P7H9_MOUSE, tr|A0A1W2P7T3|A0A1W2P7T3_MOUSE
sp|P84099|RL19_MOUSE	P84099	RL19_MOUSE	Rpl19	196	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L19	0.9996	0.999	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	4.4513368E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A2A547|A2A547_MOUSE
sp|P84104-2|SRSF3_MOUSE	P84104-2	SRSF3_MOUSE	Srsf3	124	Mus musculus OX=10090		Isoform Short of Serine/arginine-rich splicing factor 3	1.0	0.999	3	18	0	18	2	3	1	3	2	3	1	2	1	0	0	0	0	0	0	0	0	0	2	3	1	3	2	3	1	2	1	2.8916318E7	3.5656508E7	2.1671194E7	3.8556404E7	2.301714E7	3.920104E7	6122614.0	2.7625828E7	1.9816434E7	1.7825738E7	2.311344E7	0.0	2.578647E7	1.3719886E7	2.563033E7	0.0	1.7362118E7	0.0	sp|P84104|SRSF3_MOUSE
sp|P97311|MCM6_MOUSE	P97311	MCM6_MOUSE	Mcm6	821	Mus musculus OX=10090	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	0.9999	0.9989	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	1422424.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q3ULG5|Q3ULG5_MOUSE
sp|P97350|PKP1_MOUSE	P97350	PKP1_MOUSE	Pkp1	728	Mus musculus OX=10090	1:Experimental evidence at protein level	Plakophilin-1	1.0	0.999	3	4	4	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3560904E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P97496-2|SMRC1_MOUSE	P97496-2	SMRC1_MOUSE	Smarcc1	1075	Mus musculus OX=10090		Isoform 2 of SWI/SNF complex subunit SMARCC1	0.8242	0.999	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	4827229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P97496|SMRC1_MOUSE, tr|Q3UNN4|Q3UNN4_MOUSE, tr|Q3UZD0|Q3UZD0_MOUSE
sp|P99024|TBB5_MOUSE	P99024	TBB5_MOUSE	Tubb5	444	Mus musculus OX=10090	1:Experimental evidence at protein level	Tubulin beta-5 chain	1.0	0.999	14	164	66	167	18	31	8	20	25	30	14	12	6	8	12	4	9	9	10	5	6	3	18	32	8	20	26	31	14	12	6	8.4122208E7	1.94487152E8	4.8917956E7	1.48160992E8	2.28136176E8	2.500264E8	4.7284172E7	5.7945128E7	4.6514216E7	4.5335448E7	1.00491928E8	2.532793E7	8.8321016E7	1.24411888E8	1.26983584E8	2.616775E7	2.9165012E7	3.923306E7	
sp|Q00899|TYY1_MOUSE	Q00899	TYY1_MOUSE	Yy1	414	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcriptional repressor protein YY1	1.0	0.999	4	16	9	16	0	0	3	3	8	2	0	0	0	0	0	1	2	5	1	0	0	0	0	0	3	3	8	2	0	0	0	0.0	0.0	1.8209242E7	1.7366652E7	7.6941088E7	1.358011E7	0.0	0.0	0.0	0.0	0.0	1.8209242E7	1.312172E7	5.7508828E7	1.0383978E7	0.0	0.0	0.0	
sp|Q00PI9|HNRL2_MOUSE	Q00PI9	HNRL2_MOUSE	Hnrnpul2	745	Mus musculus OX=10090	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U-like protein 2	1.0	0.9981	3	9	9	9	3	2	1	1	0	0	1	1	0	3	2	1	1	0	0	1	1	0	3	2	1	1	0	0	1	1	0	1.2432457E7	1.1977488E7	9672635.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01320|TOP2A_MOUSE	Q01320	TOP2A_MOUSE	Top2a	1528	Mus musculus OX=10090	1:Experimental evidence at protein level	DNA topoisomerase 2-alpha	1.0	0.9983	4	6	4	6	0	0	0	2	3	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	3	1	0	0	0	0.0	0.0	0.0	0.0	2743762.5	1826649.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02257|PLAK_MOUSE	Q02257	PLAK_MOUSE	Jup	745	Mus musculus OX=10090	1:Experimental evidence at protein level	Junction plakoglobin	1.0	0.999	24	194	186	194	15	19	15	6	15	24	28	18	54	14	19	15	6	13	22	27	17	53	15	19	15	6	15	24	28	18	54	9.631416E7	7.7467104E7	8.2570032E7	7.792496E7	8.1084528E7	1.58522896E8	1.04406224E8	9.7433216E7	4.56222784E8	4.2072848E7	3.2269244E7	3.330861E7	2.7842392E7	3.3747176E7	6.6488056E7	4.7385216E7	4.2083636E7	2.2363096E8	
sp|Q03265|ATPA_MOUSE	Q03265	ATPA_MOUSE	Atp5f1a	553	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP synthase subunit alpha, mitochondrial	1.0	0.999	3	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	2.1926272E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|D3Z6F5|D3Z6F5_MOUSE
sp|Q04447|KCRB_MOUSE	Q04447	KCRB_MOUSE	Ckb	381	Mus musculus OX=10090	1:Experimental evidence at protein level	Creatine kinase B-type	0.9998	0.9983	2	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.2801414E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08639|TFDP1_MOUSE	Q08639	TFDP1_MOUSE	Tfdp1	410	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcription factor Dp-1	1.0	0.999	10	27	0	27	0	0	0	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0.0	0.0	0.0	0.0	2.6121528E8	1.417518E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1813656E7	1.4204196E7	0.0	0.0	0.0	
sp|Q0P678|ZCH18_MOUSE	Q0P678	ZCH18_MOUSE	Zc3h18	948	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 18	1.0	0.999	4	9	0	9	0	1	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|G3X8T2|G3X8T2_MOUSE, tr|H3BIW0|H3BIW0_MOUSE
sp|Q1PSW8|LIN41_MOUSE	Q1PSW8	LIN41_MOUSE	Trim71	855	Mus musculus OX=10090	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM71	1.0	0.999	14	23	23	23	0	0	0	0	23	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	23	0	0	0	0	0.0	0.0	0.0	0.0	1.4229888E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q32M21-3|GSDA2_MOUSE	Q32M21-3	GSDA2_MOUSE	Gsdma2	132	Mus musculus OX=10090		Isoform 3 of Gasdermin-A2	0.6703	0.9976	1	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5815523.0	0.0	0.0	0.0	0.0	2836171.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q32M21|GSDA2_MOUSE, sp|Q9EST1|GSDMA_MOUSE
sp|Q3THE2|ML12B_MOUSE	Q3THE2	ML12B_MOUSE	Myl12b	172	Mus musculus OX=10090	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0	0.9989	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	7.8719776E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q6ZWQ9|Q6ZWQ9_MOUSE
sp|Q3U285-2|LCORL_MOUSE	Q3U285-2	LCORL_MOUSE	Lcorl	517	Mus musculus OX=10090		Isoform 2 of Ligand-dependent nuclear receptor corepressor-like protein	1.0	0.999	6	9	0	9	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0.0	0.0	0.0	2.1436972E7	0.0	3.1254558E7	0.0	0.0	0.0	0.0	0.0	0.0	1.4102807E7	0.0	1.4523702E7	0.0	0.0	0.0	sp|Q3U285|LCORL_MOUSE
sp|Q3U288-2|ZN710_MOUSE	Q3U288-2	ZN710_MOUSE	Znf710	665	Mus musculus OX=10090		Isoform 2 of Zinc finger protein 710	0.9997	0.999	2	4	0	4	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0.0	0.0	0.0	0.0	2.3829012E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q3U288-3|ZN710_MOUSE, sp|Q3U288|ZN710_MOUSE
sp|Q3U2E2|ZMYM5_MOUSE	Q3U2E2	ZMYM5_MOUSE	Zmym5	627	Mus musculus OX=10090	2:Experimental evidence at transcript level	Zinc finger MYM-type protein 5	1.0	0.9989	8	11	11	28	2	0	6	0	3	0	0	0	0	2	0	6	0	3	0	0	0	0	4	1	15	0	8	0	0	0	0	1.5868266E7	0.0	3.580826E7	0.0	7116656.5	0.0	0.0	0.0	0.0	8943079.0	0.0	1.6215852E7	0.0	3251209.0	0.0	0.0	0.0	0.0	
sp|Q3U3C9-2|GSE1_MOUSE	Q3U3C9-2	GSE1_MOUSE	Gse1	1223	Mus musculus OX=10090		Isoform 2 of Genetic suppressor element 1	1.0	0.999	5	30	0	30	3	6	2	2	0	0	6	8	3	0	0	0	0	0	0	0	0	0	3	6	2	2	0	0	6	8	3	1.839682E7	2.390183E7	1.09208E7	0.0	0.0	0.0	3.2738874E7	3.7043724E7	4.4333696E7	1.234525E7	1.028738E7	6430990.5	0.0	0.0	0.0	1.3423103E7	1.617693E7	2.2177918E7	sp|Q3U3C9-3|GSE1_MOUSE, sp|Q3U3C9-4|GSE1_MOUSE, sp|Q3U3C9|GSE1_MOUSE
sp|Q3U9G9|LBR_MOUSE	Q3U9G9	LBR_MOUSE	Lbr	626	Mus musculus OX=10090	1:Experimental evidence at protein level	Delta(14)-sterol reductase	1.0	0.999	7	22	9	22	2	7	3	2	4	3	1	0	0	0	3	1	1	2	1	1	0	0	2	7	3	2	4	3	1	0	0	0.0	3.0249744E7	2.5911742E7	6289011.5	2.7066944E7	2.6385252E7	4173724.5	0.0	0.0	0.0	1.847299E7	1.5565101E7	0.0	1.7209334E7	1.6722317E7	0.0	0.0	0.0	
sp|Q3ULD5|MCCB_MOUSE	Q3ULD5	MCCB_MOUSE	Mccc2	563	Mus musculus OX=10090	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	1.0	0.999	30	660	247	660	80	78	65	79	59	57	82	89	71	33	29	24	31	22	20	32	33	23	80	78	65	79	59	57	82	89	71	3.08584928E8	3.6467488E8	3.58897344E8	5.647376E8	3.77917568E8	3.0399856E8	3.1329056E8	3.72053248E8	2.88520384E8	1.37683568E8	1.32482352E8	1.29768776E8	2.02930272E8	1.44554944E8	1.19238856E8	1.2251316E8	1.47841088E8	1.52847536E8	
sp|Q3UMU9-2|HDGR2_MOUSE	Q3UMU9-2	HDGR2_MOUSE	Hdgfl2	667	Mus musculus OX=10090		Isoform 2 of Hepatoma-derived growth factor-related protein 2	1.0	0.999	3	5	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0.0	0.0	0.0	0.0	3.7419384E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q3UMU9-3|HDGR2_MOUSE, sp|Q3UMU9-4|HDGR2_MOUSE, sp|Q3UMU9|HDGR2_MOUSE
sp|Q3UPP8-3|CEP63_MOUSE	Q3UPP8-3	CEP63_MOUSE	Cep63	538	Mus musculus OX=10090		Isoform 3 of Centrosomal protein of 63 kDa	1.0	0.999	6	15	0	15	2	9	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	9	0	1	1	1	0	1	0	0.0	1.861376E7	0.0	7233449.5	7608933.5	1.0400551E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q3UPP8|CEP63_MOUSE
sp|Q3UTQ7|PRD10_MOUSE	Q3UTQ7	PRD10_MOUSE	Prdm10	1184	Mus musculus OX=10090	1:Experimental evidence at protein level	PR domain zinc finger protein 10	1.0	0.999	7	10	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0.0	0.0	0.0	0.0	2.17946224E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1L1SRM4|A0A1L1SRM4_MOUSE, tr|A0A1L1SS03|A0A1L1SS03_MOUSE, tr|D3YYD1|D3YYD1_MOUSE
sp|Q3UV17|K22O_MOUSE	Q3UV17	K22O_MOUSE	Krt76	594	Mus musculus OX=10090	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 oral	1.0	0.9989	13	122	106	368	16	14	14	10	8	18	15	15	12	13	12	12	10	7	15	12	13	12	37	57	33	30	25	43	47	40	56	3.97536435E9	7.2852152E9	3.76523597E9	2.80147814E9	2.98308378E9	5.1938545E9	3.26424013E9	2.85420134E9	7.7742802E9	3.35282739E9	2.32601062E9	3.97542374E9	2.16522624E9	2.7793449E9	9.4699141E9	4.7747005E9	5.6745656E9	6.4683986E9	
sp|Q569Z6|TR150_MOUSE	Q569Z6	TR150_MOUSE	Thrap3	951	Mus musculus OX=10090	1:Experimental evidence at protein level	Thyroid hormone receptor-associated protein 3	1.0	0.999	3	4	0	4	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0.0	1704677.0	0.0	0.0	1.1140413E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q8BZN7|Q8BZN7_MOUSE
sp|Q587J6|LITD1_MOUSE	Q587J6	LITD1_MOUSE	L1td1	782	Mus musculus OX=10090	2:Experimental evidence at transcript level	LINE-1 type transposase domain-containing protein 1	1.0	0.9984	7	11	0	11	1	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8	1	0	0	0	0.0	0.0	2043166.5	0.0	9439671.0	4130053.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|G3UYN0|G3UYN0_MOUSE
sp|Q5DTT1-2|NEXMI_MOUSE	Q5DTT1-2	NEXMI_MOUSE	Nexmif	1485	Mus musculus OX=10090		Isoform 2 of Neurite extension and migration factor	1.0	0.999	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	1.124542E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5DTT1|NEXMI_MOUSE
sp|Q5SSI6|UTP18_MOUSE	Q5SSI6	UTP18_MOUSE	Utp18	552	Mus musculus OX=10090	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 18 homolog	1.0	0.999	4	11	11	11	1	6	2	1	1	0	0	0	0	1	6	2	1	1	0	0	0	0	1	6	2	1	1	0	0	0	0	7046303.5	1.005163E7	5401657.5	5945168.0	6729557.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5SVQ0-2|KAT7_MOUSE	Q5SVQ0-2	KAT7_MOUSE	Kat7	583	Mus musculus OX=10090		Isoform 2 of Histone acetyltransferase KAT7	1.0	0.999	3	4	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	2.9318848E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5SVQ0-3|KAT7_MOUSE, sp|Q5SVQ0-4|KAT7_MOUSE, sp|Q5SVQ0-5|KAT7_MOUSE, sp|Q5SVQ0|KAT7_MOUSE
sp|Q5SWU9|ACACA_MOUSE	Q5SWU9	ACACA_MOUSE	Acaca	2345	Mus musculus OX=10090	1:Experimental evidence at protein level	Acetyl-CoA carboxylase 1	1.0	0.999	111	1368	0	1368	186	134	156	137	140	97	204	184	130	0	0	0	0	0	0	0	0	0	186	134	156	137	140	97	204	184	130	5.7079968E8	4.0321056E8	5.13642496E8	5.04529536E8	6.1048416E8	3.4279904E8	5.9071482E8	5.13188288E8	5.731305E8	2.90142304E8	1.98771216E8	2.258716E8	2.3245304E8	2.28931024E8	1.65785408E8	2.7481536E8	2.65906368E8	2.62190992E8	
sp|Q60605-2|MYL6_MOUSE	Q60605-2	MYL6_MOUSE	Myl6	151	Mus musculus OX=10090		Isoform Smooth muscle of Myosin light polypeptide 6	1.0	0.999	3	12	0	12	3	5	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	5	0	1	1	1	0	1	0	1.2658668E7	4.07325E7	0.0	1.765087E7	1.648914E7	3.0476394E7	0.0	4748388.0	0.0	1.3147222E7	4.2304708E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q60605|MYL6_MOUSE, tr|A0A1W2P6F6|A0A1W2P6F6_MOUSE, tr|A0A1W2P6G5|A0A1W2P6G5_MOUSE, tr|A0A1W2P7Q9|A0A1W2P7Q9_MOUSE
sp|Q60793|KLF4_MOUSE	Q60793	KLF4_MOUSE	Klf4	483	Mus musculus OX=10090	1:Experimental evidence at protein level	Krueppel-like factor 4	1.0	0.999	4	16	16	16	1	2	2	4	4	3	0	0	0	1	2	2	4	4	3	0	0	0	1	2	2	4	4	3	0	0	0	0.0	1.8456464E7	1.796864E7	3.2493188E7	2.3637312E7	2.8199346E7	0.0	0.0	0.0	0.0	9763778.0	1.0352311E7	2.0387056E7	4.834994E7	1.7985666E7	0.0	0.0	0.0	
sp|Q60953-2|PML_MOUSE	Q60953-2	PML_MOUSE	Pml	839	Mus musculus OX=10090		Isoform 2 of Protein PML	1.0	0.999	3	5	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0.0	0.0	0.0	0.0	3.7654648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q60953|PML_MOUSE, tr|D3YXR5|D3YXR5_MOUSE, tr|D3Z3A6|D3Z3A6_MOUSE, tr|F7BTZ2|F7BTZ2_MOUSE
sp|Q60972|RBBP4_MOUSE	Q60972	RBBP4_MOUSE	Rbbp4	425	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone-binding protein RBBP4	1.0	0.999	23	194	144	194	3	3	2	100	9	75	0	2	0	3	2	2	77	7	51	0	2	0	3	3	2	100	9	75	0	2	0	1.6026834E7	1.5500613E7	1.8837306E7	7.7901901E9	5.23070656E8	8.321877E9	0.0	1.2400972E7	0.0	0.0	0.0	0.0	9.4870098E9	4.96706144E8	7.19616E9	0.0	0.0	0.0	
sp|Q60973|RBBP7_MOUSE	Q60973	RBBP7_MOUSE	Rbbp7	425	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone-binding protein RBBP7	1.0	0.999	21	90	0	140	0	0	0	48	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	71	5	63	0	0	0	0.0	0.0	0.0	9.6403405E8	5.2089048E7	9.7391334E8	0.0	0.0	0.0	0.0	0.0	0.0	4.00040928E8	2.8485684E7	3.54770144E8	0.0	0.0	0.0	tr|A2AFJ1|A2AFJ1_MOUSE
sp|Q61029-2|LAP2B_MOUSE	Q61029-2	LAP2B_MOUSE	Tmpo	380	Mus musculus OX=10090		Isoform Delta of Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma	0.9989	0.999	2	7	0	7	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	0	0	0	2707175.5	3906928.0	0.0	3307542.5	8088514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q61029-3|LAP2B_MOUSE, sp|Q61029|LAP2B_MOUSE
sp|Q61147|CERU_MOUSE	Q61147	CERU_MOUSE	Cp	1061	Mus musculus OX=10090	1:Experimental evidence at protein level	Ceruloplasmin	1.0	0.999	5	4	0	38	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	6	1	5	3	4	5	3	0.0	1.64820592E8	0.0	0.0	0.0	1.0029537E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E9PZD8|E9PZD8_MOUSE, tr|G3X8Q5|G3X8Q5_MOUSE, tr|G3X9T8|G3X9T8_MOUSE
sp|Q61164|CTCF_MOUSE	Q61164	CTCF_MOUSE	Ctcf	736	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcriptional repressor CTCF	1.0	0.999	3	6	6	6	0	0	0	1	5	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	5	0	0	0	0	0.0	0.0	0.0	7621517.5	5.9906176E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61171|PRDX2_MOUSE	Q61171	PRDX2_MOUSE	Prdx2	198	Mus musculus OX=10090	1:Experimental evidence at protein level	Peroxiredoxin-2	0.6758	0.9977	1	12	12	12	1	2	1	2	0	1	2	1	2	1	2	1	2	0	1	2	1	2	1	2	1	2	0	1	2	1	2	1.7940974E7	2.5908792E7	1.181392E7	1.0455671E7	0.0	2.6245058E7	1.4528465E7	1.2231043E7	4.0343216E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61493|REV3L_MOUSE	Q61493	REV3L_MOUSE	Rev3l	3122	Mus musculus OX=10090	1:Experimental evidence at protein level	DNA polymerase zeta catalytic subunit	0.9999	0.9988	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	3571315.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
